timestamp,n_bikes,month,day,hour,minute,day_of_week,is_holiday,n_bikes_1hr,n_bikes_2hr
2022-08-03 04:50:00,1,8,3,4,50,2,0,7,6
2022-08-03 04:55:00,1,8,3,4,55,2,0,6,0
2022-08-03 05:00:00,1,8,3,5,0,2,0,6,6
2022-08-03 05:05:00,1,8,3,5,5,2,0,6,7
2022-08-03 05:10:00,1,8,3,5,10,2,0,6,7
2022-08-03 05:15:00,1,8,3,5,15,2,0,6,7
2022-08-03 05:20:00,1,8,3,5,20,2,0,6,7
2022-08-03 05:25:00,1,8,3,5,25,2,0,6,7
2022-08-03 05:30:00,1,8,3,5,30,2,0,6,7
2022-08-03 05:35:00,1,8,3,5,35,2,0,6,7
2022-08-03 05:45:00,1,8,3,5,45,2,0,6,7
2022-08-03 05:50:00,1,8,3,5,50,2,0,6,7
2022-08-03 06:00:00,1,8,3,6,0,2,0,6,6
2022-08-03 06:05:00,1,8,3,6,5,2,0,6,6
2022-08-03 06:10:00,1,8,3,6,10,2,0,6,6
2022-08-03 06:15:00,1,8,3,6,15,2,0,6,6
2022-08-03 06:20:00,1,8,3,6,20,2,0,6,6
2022-08-03 06:25:00,1,8,3,6,25,2,0,6,6
2022-08-03 06:30:00,1,8,3,6,30,2,0,6,6
2022-08-03 06:35:00,1,8,3,6,35,2,0,6,6
2022-08-03 06:40:00,1,8,3,6,40,2,0,6,6
2022-08-03 06:45:00,0,8,3,6,45,2,0,6,6
2022-08-03 06:50:00,1,8,3,6,50,2,0,0,6
2022-08-03 06:55:00,0,8,3,6,55,2,0,0,0
2022-08-03 07:00:00,0,8,3,7,0,2,0,6,6
2022-08-03 07:05:00,0,8,3,7,5,2,0,6,6
2022-08-03 07:10:00,2,8,3,7,10,2,0,6,6
2022-08-03 07:15:00,2,8,3,7,15,2,0,4,6
2022-08-03 07:20:00,3,8,3,7,20,2,0,5,6
2022-08-03 07:25:00,2,8,3,7,25,2,0,4,6
2022-08-03 07:30:00,3,8,3,7,30,2,0,5,6
2022-08-03 07:35:00,4,8,3,7,35,2,0,3,6
2022-08-03 07:40:00,4,8,3,7,40,2,0,1,6
2022-08-03 07:45:00,4,8,3,7,45,2,0,1,6
2022-08-03 07:55:00,3,8,3,7,55,2,0,0,0
2022-08-03 08:00:00,3,8,3,8,0,2,0,1,6
2022-08-03 08:05:00,3,8,3,8,5,2,0,0,6
2022-08-03 08:15:00,0,8,3,8,15,2,0,0,4
2022-08-03 08:20:00,0,8,3,8,20,2,0,0,5
2022-08-03 08:25:00,0,8,3,8,25,2,0,0,4
2022-08-03 08:30:00,0,8,3,8,30,2,0,0,5
2022-08-03 08:35:00,0,8,3,8,35,2,0,0,3
2022-08-03 08:40:00,0,8,3,8,40,2,0,1,1
2022-08-03 08:45:00,0,8,3,8,45,2,0,3,1
2022-08-03 08:50:00,0,8,3,8,50,2,0,3,1
2022-08-03 09:00:00,0,8,3,9,0,2,0,3,1
2022-08-03 09:05:00,1,8,3,9,5,2,0,3,0
2022-08-03 09:10:00,1,8,3,9,10,2,0,3,0
2022-08-03 09:15:00,1,8,3,9,15,2,0,3,0
2022-08-03 09:20:00,0,8,3,9,20,2,0,4,0
2022-08-03 09:25:00,0,8,3,9,25,2,0,3,0
2022-08-03 09:30:00,0,8,3,9,30,2,0,4,0
2022-08-03 09:35:00,0,8,3,9,35,2,0,3,0
2022-08-03 09:40:00,0,8,3,9,40,2,0,3,1
2022-08-03 09:45:00,0,8,3,9,45,2,0,3,3
2022-08-03 09:50:00,1,8,3,9,50,2,0,0,3
2022-08-03 09:55:00,2,8,3,9,55,2,0,0,0
2022-08-03 10:00:00,2,8,3,10,0,2,0,1,3
2022-08-03 10:05:00,2,8,3,10,5,2,0,2,3
2022-08-03 10:10:00,2,8,3,10,10,2,0,1,3
2022-08-03 10:15:00,1,8,3,10,15,2,0,0,3
2022-08-03 10:20:00,1,8,3,10,20,2,0,0,4
2022-08-03 10:25:00,1,8,3,10,25,2,0,0,3
2022-08-03 10:30:00,2,8,3,10,30,2,0,0,4
2022-08-03 10:35:00,1,8,3,10,35,2,0,0,3
2022-08-03 10:40:00,3,8,3,10,40,2,0,0,3
2022-08-03 10:45:00,2,8,3,10,45,2,0,1,3
2022-08-03 10:50:00,3,8,3,10,50,2,0,3,0
2022-08-03 11:00:00,2,8,3,11,0,2,0,3,1
2022-08-03 11:05:00,2,8,3,11,5,2,0,3,2
2022-08-03 11:10:00,3,8,3,11,10,2,0,3,1
2022-08-03 11:20:00,3,8,3,11,20,2,0,3,0
2022-08-03 11:25:00,4,8,3,11,25,2,0,3,0
2022-08-03 11:30:00,4,8,3,11,30,2,0,3,0
2022-08-03 11:35:00,4,8,3,11,35,2,0,3,0
2022-08-03 11:40:00,5,8,3,11,40,2,0,4,0
2022-08-03 11:45:00,5,8,3,11,45,2,0,4,1
2022-08-03 11:50:00,5,8,3,11,50,2,0,0,3
2022-08-03 11:55:00,5,8,3,11,55,2,0,0,0
2022-08-03 12:00:00,5,8,3,12,0,2,0,4,3
2022-08-03 12:05:00,4,8,3,12,5,2,0,4,3
2022-08-03 12:10:00,4,8,3,12,10,2,0,4,3
2022-08-03 12:15:00,1,8,3,12,15,2,0,4,3
2022-08-03 12:20:00,0,8,3,12,20,2,0,6,3
2022-08-03 12:25:00,0,8,3,12,25,2,0,5,3
2022-08-03 12:30:00,0,8,3,12,30,2,0,5,3
2022-08-03 12:35:00,0,8,3,12,35,2,0,5,3
2022-08-03 12:40:00,0,8,3,12,40,2,0,6,4
2022-08-03 12:45:00,0,8,3,12,45,2,0,6,4
2022-08-03 12:50:00,0,8,3,12,50,2,0,6,0
2022-08-03 12:55:00,1,8,3,12,55,2,0,0,0
2022-08-03 13:00:00,3,8,3,13,0,2,0,6,4
2022-08-03 13:05:00,3,8,3,13,5,2,0,6,4
2022-08-03 13:10:00,2,8,3,13,10,2,0,6,4
2022-08-03 13:15:00,2,8,3,13,15,2,0,5,4
2022-08-03 13:20:00,2,8,3,13,20,2,0,5,6
2022-08-03 13:25:00,2,8,3,13,25,2,0,6,5
2022-08-03 13:30:00,2,8,3,13,30,2,0,6,5
2022-08-03 13:35:00,2,8,3,13,35,2,0,6,5
2022-08-03 13:40:00,3,8,3,13,40,2,0,6,6
2022-08-03 13:45:00,3,8,3,13,45,2,0,6,6
2022-08-03 13:50:00,2,8,3,13,50,2,0,6,6
2022-08-03 13:55:00,5,8,3,13,55,2,0,0,0
2022-08-03 14:00:00,5,8,3,14,0,2,0,6,6
2022-08-03 14:05:00,5,8,3,14,5,2,0,5,6
2022-08-03 14:10:00,5,8,3,14,10,2,0,4,6
2022-08-03 14:15:00,5,8,3,14,15,2,0,3,5
2022-08-03 14:20:00,5,8,3,14,20,2,0,2,5
2022-08-03 14:30:00,2,8,3,14,30,2,0,3,6
2022-08-03 14:35:00,3,8,3,14,35,2,0,3,6
2022-08-03 14:40:00,2,8,3,14,40,2,0,3,6
2022-08-03 14:45:00,1,8,3,14,45,2,0,3,6
2022-08-03 14:50:00,1,8,3,14,50,2,0,3,6
2022-08-03 14:55:00,1,8,3,14,55,2,0,0,0
2022-08-03 15:00:00,1,8,3,15,0,2,0,4,6
2022-08-03 15:05:00,3,8,3,15,5,2,0,3,5
2022-08-03 15:10:00,4,8,3,15,10,2,0,3,4
2022-08-03 15:15:00,3,8,3,15,15,2,0,3,3
2022-08-03 15:20:00,3,8,3,15,20,2,0,3,2
2022-08-03 15:25:00,2,8,3,15,25,2,0,3,3
2022-08-03 15:30:00,6,8,3,15,30,2,0,5,3
2022-08-03 15:35:00,5,8,3,15,35,2,0,5,3
2022-08-03 15:40:00,5,8,3,15,40,2,0,7,3
2022-08-03 15:45:00,3,8,3,15,45,2,0,8,3
2022-08-03 15:50:00,3,8,3,15,50,2,0,8,3
2022-08-03 15:55:00,2,8,3,15,55,2,0,0,0
2022-08-03 16:00:00,2,8,3,16,0,2,0,7,4
2022-08-03 16:06:00,1,8,3,16,6,2,0,8,3
2022-08-03 16:10:00,1,8,3,16,10,2,0,8,3
2022-08-03 16:15:00,0,8,3,16,15,2,0,9,3
2022-08-03 16:20:00,0,8,3,16,20,2,0,9,3
2022-08-03 16:25:00,0,8,3,16,25,2,0,10,3
2022-08-03 16:30:00,0,8,3,16,30,2,0,11,5
2022-08-03 16:38:00,1,8,3,16,38,2,0,9,7
2022-08-03 16:48:00,0,8,3,16,48,2,0,10,8
2022-08-03 16:53:00,0,8,3,16,53,2,0,0,0
2022-08-03 16:58:00,5,8,3,16,58,2,0,0,0
2022-08-03 17:03:00,8,8,3,17,3,2,0,9,8
2022-08-03 17:08:00,8,8,3,17,8,2,0,10,8
2022-08-03 17:13:00,8,8,3,17,13,2,0,11,9
2022-08-03 17:18:00,7,8,3,17,18,2,0,13,9
2022-08-03 17:23:00,4,8,3,17,23,2,0,12,10
2022-08-03 17:28:00,4,8,3,17,28,2,0,14,11
2022-08-03 17:33:00,2,8,3,17,33,2,0,14,9
2022-08-03 17:38:00,3,8,3,17,38,2,0,11,9
2022-08-03 17:43:00,3,8,3,17,43,2,0,11,9
2022-08-03 17:48:00,3,8,3,17,48,2,0,11,10
2022-08-03 17:53:00,4,8,3,17,53,2,0,11,0
2022-08-03 17:58:00,4,8,3,17,58,2,0,0,0
2022-08-03 18:03:00,6,8,3,18,3,2,0,12,9
2022-08-03 18:13:00,5,8,3,18,13,2,0,10,11
2022-08-03 18:18:00,7,8,3,18,18,2,0,11,13
2022-08-03 18:23:00,10,8,3,18,23,2,0,12,12
2022-08-03 18:28:00,10,8,3,18,28,2,0,11,14
2022-08-03 18:33:00,10,8,3,18,33,2,0,14,14
2022-08-03 18:38:00,10,8,3,18,38,2,0,15,11
2022-08-03 18:43:00,10,8,3,18,43,2,0,11,11
2022-08-03 18:48:00,9,8,3,18,48,2,0,11,11
2022-08-03 18:53:00,9,8,3,18,53,2,0,9,11
2022-08-03 18:58:00,8,8,3,18,58,2,0,0,0
2022-08-03 19:03:00,10,8,3,19,3,2,0,11,12
2022-08-03 19:08:00,9,8,3,19,8,2,0,11,11
2022-08-03 19:13:00,8,8,3,19,13,2,0,11,10
2022-08-03 19:18:00,8,8,3,19,18,2,0,11,11
2022-08-03 19:23:00,9,8,3,19,23,2,0,11,12
2022-08-03 19:28:00,8,8,3,19,28,2,0,10,11
2022-08-03 19:33:00,8,8,3,19,33,2,0,9,14
2022-08-03 19:38:00,8,8,3,19,38,2,0,9,15
2022-08-03 19:43:00,7,8,3,19,43,2,0,9,11
2022-08-03 19:48:00,7,8,3,19,48,2,0,7,11
2022-08-03 20:03:00,6,8,3,20,3,2,0,6,11
2022-08-03 20:08:00,5,8,3,20,8,2,0,6,11
2022-08-03 20:18:00,3,8,3,20,18,2,0,7,11
2022-08-03 20:24:00,3,8,3,20,24,2,0,8,11
2022-08-03 20:28:00,3,8,3,20,28,2,0,6,10
2022-08-03 20:33:00,2,8,3,20,33,2,0,6,9
2022-08-03 20:38:00,2,8,3,20,38,2,0,6,9
2022-08-03 20:43:00,5,8,3,20,43,2,0,6,9
2022-08-03 20:48:00,5,8,3,20,48,2,0,0,7
2022-08-03 20:53:00,6,8,3,20,53,2,0,0,7
2022-08-03 20:58:00,6,8,3,20,58,2,0,0,0
2022-08-03 21:03:00,6,8,3,21,3,2,0,7,6
2022-08-03 21:08:00,6,8,3,21,8,2,0,3,6
2022-08-03 21:13:00,6,8,3,21,13,2,0,3,8
2022-08-03 21:18:00,6,8,3,21,18,2,0,11,7
2022-08-03 21:23:00,6,8,3,21,23,2,0,11,8
2022-08-03 21:28:00,6,8,3,21,28,2,0,12,6
2022-08-03 21:34:00,6,8,3,21,34,2,0,12,6
2022-08-03 21:38:00,6,8,3,21,38,2,0,12,6
2022-08-03 21:43:00,5,8,3,21,43,2,0,11,6
2022-08-03 21:48:00,5,8,3,21,48,2,0,11,0
2022-08-03 21:58:00,5,8,3,21,58,2,0,0,0
2022-08-03 22:03:00,5,8,3,22,3,2,0,11,7
2022-08-03 22:08:00,6,8,3,22,8,2,0,11,3
2022-08-03 22:13:00,6,8,3,22,13,2,0,11,3
2022-08-03 22:18:00,6,8,3,22,18,2,0,11,11
2022-08-03 22:23:00,6,8,3,22,23,2,0,13,11
2022-08-03 22:28:00,7,8,3,22,28,2,0,13,12
2022-08-03 22:33:00,3,8,3,22,33,2,0,13,12
2022-08-03 22:38:00,4,8,3,22,38,2,0,13,12
2022-08-03 22:44:00,2,8,3,22,44,2,0,15,11
2022-08-03 22:48:00,2,8,3,22,48,2,0,16,11
2022-08-03 22:53:00,2,8,3,22,53,2,0,16,11
2022-08-03 22:58:00,2,8,3,22,58,2,0,0,0
2022-08-03 23:03:00,2,8,3,23,3,2,0,19,11
2022-08-03 23:08:00,2,8,3,23,8,2,0,18,11
2022-08-03 23:13:00,2,8,3,23,13,2,0,16,11
2022-08-03 23:18:00,2,8,3,23,18,2,0,16,11
2022-08-03 23:28:00,2,8,3,23,28,2,0,15,13
2022-08-03 23:33:00,2,8,3,23,33,2,0,15,13
2022-08-03 23:38:00,2,8,3,23,38,2,0,15,13
2022-08-03 23:43:00,2,8,3,23,43,2,0,15,15
2022-08-03 23:53:00,2,8,3,23,53,2,0,16,16
2022-08-03 23:58:00,2,8,3,23,58,2,0,0,0
2022-08-04 00:03:00,2,8,4,0,3,3,0,17,19
2022-08-04 00:08:00,2,8,4,0,8,3,0,17,18
2022-08-04 00:13:00,2,8,4,0,13,3,0,17,16
2022-08-04 00:18:00,2,8,4,0,18,3,0,17,16
2022-08-04 00:23:00,2,8,4,0,23,3,0,17,15
2022-08-04 00:28:00,2,8,4,0,28,3,0,17,15
2022-08-04 00:33:00,2,8,4,0,33,3,0,17,15
2022-08-04 00:38:00,2,8,4,0,38,3,0,17,15
2022-08-04 00:43:00,2,8,4,0,43,3,0,17,15
2022-08-04 00:48:00,2,8,4,0,48,3,0,17,15
2022-08-04 00:58:00,2,8,4,0,58,3,0,0,0
2022-08-04 01:04:00,2,8,4,1,4,3,0,16,17
2022-08-04 01:08:00,2,8,4,1,8,3,0,17,17
2022-08-04 01:13:00,2,8,4,1,13,3,0,17,17
2022-08-04 01:18:00,2,8,4,1,18,3,0,17,17
2022-08-04 01:23:00,2,8,4,1,23,3,0,15,17
2022-08-04 01:28:00,2,8,4,1,28,3,0,15,17
2022-08-04 01:33:00,2,8,4,1,33,3,0,15,17
2022-08-04 01:38:00,3,8,4,1,38,3,0,15,17
2022-08-04 01:43:00,3,8,4,1,43,3,0,15,17
2022-08-04 01:48:00,3,8,4,1,48,3,0,14,17
2022-08-04 01:53:00,3,8,4,1,53,3,0,14,17
2022-08-04 01:58:00,3,8,4,1,58,3,0,0,0
2022-08-04 02:04:00,3,8,4,2,4,3,0,13,16
2022-08-04 02:08:00,3,8,4,2,8,3,0,13,17
2022-08-04 02:13:00,3,8,4,2,13,3,0,13,17
2022-08-04 02:18:00,3,8,4,2,18,3,0,13,17
2022-08-04 02:23:00,3,8,4,2,23,3,0,13,15
2022-08-04 02:28:00,3,8,4,2,28,3,0,13,15
2022-08-04 02:33:00,3,8,4,2,33,3,0,13,15
2022-08-04 02:38:00,3,8,4,2,38,3,0,13,15
2022-08-04 02:43:00,3,8,4,2,43,3,0,13,15
2022-08-04 02:48:00,3,8,4,2,48,3,0,13,14
2022-08-04 02:53:00,3,8,4,2,53,3,0,13,14
2022-08-04 02:58:00,3,8,4,2,58,3,0,0,0
2022-08-04 03:04:00,3,8,4,3,4,3,0,13,13
2022-08-04 03:08:00,3,8,4,3,8,3,0,13,13
2022-08-04 03:13:00,3,8,4,3,13,3,0,13,13
2022-08-04 03:18:00,3,8,4,3,18,3,0,13,13
2022-08-04 03:23:00,3,8,4,3,23,3,0,13,13
2022-08-04 03:28:00,3,8,4,3,28,3,0,13,13
2022-08-04 03:33:00,3,8,4,3,33,3,0,13,13
2022-08-04 03:38:00,3,8,4,3,38,3,0,13,13
2022-08-04 03:43:00,3,8,4,3,43,3,0,13,13
2022-08-04 03:48:00,3,8,4,3,48,3,0,13,13
2022-08-04 03:53:00,3,8,4,3,53,3,0,13,13
2022-08-04 03:58:00,3,8,4,3,58,3,0,0,0
2022-08-04 04:03:00,3,8,4,4,3,3,0,13,13
2022-08-04 04:08:00,3,8,4,4,8,3,0,13,13
2022-08-04 04:13:00,3,8,4,4,13,3,0,13,13
2022-08-04 04:18:00,3,8,4,4,18,3,0,13,13
2022-08-04 04:23:00,3,8,4,4,23,3,0,13,13
2022-08-04 04:33:00,2,8,4,4,33,3,0,13,13
2022-08-04 04:43:00,2,8,4,4,43,3,0,13,13
2022-08-04 04:54:00,2,8,4,4,54,3,0,13,13
2022-08-04 05:04:00,2,8,4,5,4,3,0,13,13
2022-08-04 05:08:00,2,8,4,5,8,3,0,13,13
2022-08-04 05:14:00,2,8,4,5,14,3,0,13,13
2022-08-04 05:18:00,2,8,4,5,18,3,0,13,13
2022-08-04 05:28:00,2,8,4,5,28,3,0,13,13
2022-08-04 05:33:00,2,8,4,5,33,3,0,13,13
